"X","Y","Z","Intensity","ReturnNumber","NumberOfReturns","ScanDirectionFlag","EdgeOfFlightLine","Classification","ScanAngleRank","UserData","PointSourceId","GpsTime"
524012.620,4778999.430,1511.830,7877.000,1.000,0.000,0.000,0.000,2.000,0.000,0.000,0.000,586565.472
524012.960,4778999.920,1511.920,9426.000,1.000,0.000,0.000,0.000,2.000,0.000,0.000,0.000,586565.465
524013.530,4778999.380,1512.020,7231.000,1.000,0.000,0.000,0.000,2.000,0.000,0.000,0.000,586565.465
524013.880,4778999.910,1512.110,9168.000,1.000,0.000,0.000,0.000,2.000,0.000,0.000,0.000,586565.458
524014.450,4778999.380,1512.240,9233.000,1.000,0.000,0.000,0.000,2.000,0.000,0.000,0.000,586565.458
524014.860,4778999.870,1512.410,9168.000,1.000,0.000,0.000,0.000,2.000,0.000,0.000,0.000,586565.451
524015.700,4778999.960,1512.620,8070.000,1.000,0.000,0.000,0.000,2.000,0.000,0.000,0.000,586565.444
524016.280,4778999.400,1512.680,9684.000,1.000,0.000,0.000,0.000,2.000,0.000,0.000,0.000,586565.444
524016.650,4778999.930,1512.730,10201.000,1.000,0.000,0.000,0.000,2.000,0.000,0.000,0.000,586565.437
524017.200,4778999.400,1512.850,10976.000,1.000,0.000,0.000,0.000,2.000,0.000,0.000,0.000,586565.437
524017.520,4778999.930,1512.960,10201.000,1.000,0.000,0.000,0.000,2.000,0.000,0.000,0.000,586565.430
524018.070,4778999.420,1513.270,8845.000,1.000,0.000,0.000,0.000,3.000,0.000,0.000,14.000,586565.430
524018.400,4778999.920,1513.100,9684.000,1.000,0.000,0.000,0.000,2.000,0.000,0.000,0.000,586565.423
524018.960,4778999.390,1513.250,8199.000,1.000,0.000,0.000,0.000,2.000,0.000,0.000,0.000,586565.423
524019.260,4778999.870,1513.270,9555.000,1.000,0.000,0.000,0.000,2.000,0.000,0.000,0.000,586565.416
524020.040,4778999.900,1513.670,8329.000,1.000,0.000,0.000,0.000,2.000,0.000,0.000,0.000,586565.409
524020.610,4778999.360,1513.690,7296.000,1.000,0.000,0.000,0.000,2.000,0.000,0.000,0.000,586565.409
524020.860,4778999.880,1513.710,9426.000,1.000,0.000,0.000,0.000,2.000,0.000,0.000,0.000,586565.402
524021.420,4778999.360,1513.840,10847.000,1.000,0.000,0.000,0.000,2.000,0.000,0.000,0.000,586565.402
524021.680,4778999.870,1513.930,10136.000,1.000,0.000,0.000,0.000,2.000,0.000,0.000,0.000,586565.395
524022.230,4778999.340,1513.980,8264.000,1.000,0.000,0.000,0.000,2.000,0.000,0.000,0.000,586565.395
524022.500,4778999.860,1514.030,10136.000,1.000,0.000,0.000,0.000,2.000,0.000,0.000,0.000,586565.387
524023.380,4778999.760,1514.200,8199.000,1.000,0.000,0.000,0.000,2.000,0.000,0.000,0.000,586565.380
524024.140,4778999.760,1514.420,7102.000,1.000,0.000,0.000,0.000,2.000,0.000,0.000,0.000,586565.373
524025.040,4778999.630,1514.620,10718.000,1.000,0.000,0.000,0.000,2.000,0.000,0.000,0.000,586565.366
524025.850,4778999.610,1514.780,10201.000,1.000,0.000,0.000,0.000,2.000,0.000,0.000,0.000,586565.359
524026.730,4778999.580,1515.250,8458.000,1.000,0.000,0.000,0.000,3.000,0.000,0.000,14.000,586565.352
524027.690,4778999.510,1515.270,7489.000,1.000,0.000,0.000,0.000,2.000,0.000,0.000,0.000,586565.345
524028.510,4778999.570,1515.400,9684.000,1.000,0.000,0.000,0.000,2.000,0.000,0.000,0.000,586565.338
524029.270,4778999.660,1515.550,10782.000,1.000,0.000,0.000,0.000,2.000,0.000,0.000,0.000,586565.331
524029.990,4778999.790,1515.700,9168.000,1.000,0.000,0.000,0.000,2.000,0.000,0.000,0.000,586565.324
524030.660,4778999.910,1515.830,10976.000,1.000,0.000,0.000,0.000,2.000,0.000,0.000,0.000,586565.317
524031.230,4778999.370,1515.890,9103.000,1.000,0.000,0.000,0.000,2.000,0.000,0.000,0.000,586565.317
524031.970,4778999.440,1516.740,10588.000,1.000,0.000,0.000,0.000,3.000,0.000,0.000,44.000,586565.310
524031.420,4778999.900,1515.950,8393.000,1.000,0.000,0.000,0.000,2.000,0.000,0.000,0.000,586565.310
524032.540,4778999.590,1516.940,9814.000,1.000,0.000,0.000,0.000,3.000,0.000,0.000,48.000,586565.303
524033.340,4778999.440,1516.580,9814.000,1.000,0.000,0.000,0.000,2.000,0.000,0.000,0.000,586565.296
524033.500,4778999.970,1516.530,8458.000,1.000,0.000,0.000,0.000,2.000,0.000,0.000,0.000,586565.289
524034.070,4778999.430,1516.570,8199.000,1.000,0.000,0.000,0.000,2.000,0.000,0.000,0.000,586565.289
524034.290,4778999.970,1516.630,8781.000,1.000,0.000,0.000,0.000,2.000,0.000,0.000,0.000,586565.282
524034.850,4778999.450,1516.760,8458.000,1.000,0.000,0.000,0.000,2.000,0.000,0.000,0.000,586565.282
524035.150,4778999.960,1516.820,7554.000,1.000,0.000,0.000,0.000,2.000,0.000,0.000,0.000,586565.275
524035.730,4778999.410,1516.990,8974.000,1.000,0.000,0.000,0.000,2.000,0.000,0.000,0.000,586565.275
524036.520,4778999.480,1517.040,9103.000,1.000,0.000,0.000,0.000,2.000,0.000,0.000,0.000,586565.268
524036.840,4778999.990,1517.040,9103.000,1.000,0.000,0.000,0.000,2.000,0.000,0.000,0.000,586565.260
524037.400,4778999.470,1517.210,9168.000,1.000,0.000,0.000,0.000,2.000,0.000,0.000,0.000,586565.260
524038.220,4778999.470,1517.350,10136.000,1.000,0.000,0.000,0.000,2.000,0.000,0.000,0.000,586565.253
524039.000,4778999.520,1517.480,9814.000,1.000,0.000,0.000,0.000,2.000,0.000,0.000,0.000,586565.246
524039.900,4778999.420,1517.630,9943.000,1.000,0.000,0.000,0.000,2.000,0.000,0.000,0.000,586565.239
524040.550,4778999.560,1517.760,9878.000,1.000,0.000,0.000,0.000,2.000,0.000,0.000,0.000,586565.232
524041.290,4778999.610,1517.860,8845.000,1.000,0.000,0.000,0.000,2.000,0.000,0.000,0.000,586565.225
524041.870,4778999.790,1518.000,8393.000,1.000,0.000,0.000,0.000,2.000,0.000,0.000,0.000,586565.218
524042.500,4778999.970,1518.120,9684.000,1.000,0.000,0.000,0.000,2.000,0.000,0.000,0.000,586565.211
524043.080,4778999.470,1518.770,8006.000,1.000,0.000,0.000,0.000,3.000,0.000,0.000,41.000,586565.211
524043.760,4778999.550,1518.550,9555.000,1.000,0.000,0.000,0.000,2.000,0.000,0.000,0.000,586565.204
524044.360,4778999.670,1518.660,9168.000,1.000,0.000,0.000,0.000,2.000,0.000,0.000,0.000,586565.197
524044.980,4778999.730,1518.750,8006.000,1.000,0.000,0.000,0.000,2.000,0.000,0.000,0.000,586565.190
524045.610,4778999.760,1518.850,8910.000,1.000,0.000,0.000,0.000,2.000,0.000,0.000,0.000,586565.183
524046.190,4778999.860,1518.970,10007.000,1.000,0.000,0.000,0.000,2.000,0.000,0.000,0.000,586565.176
524046.760,4778999.330,1519.100,10782.000,1.000,0.000,0.000,0.000,2.000,0.000,0.000,0.000,586565.176
524046.890,4778999.900,1519.140,9297.000,1.000,0.000,0.000,0.000,2.000,0.000,0.000,0.000,586565.169
524047.470,4778999.370,1519.330,10976.000,1.000,0.000,0.000,0.000,2.000,0.000,0.000,0.000,586565.169
524048.130,4778999.500,1519.430,9426.000,1.000,0.000,0.000,0.000,2.000,0.000,0.000,0.000,586565.162
524048.860,4778999.560,1519.660,10201.000,1.000,0.000,0.000,0.000,3.000,0.000,0.000,6.000,586565.155
524049.570,4778999.590,1519.600,11492.000,1.000,0.000,0.000,0.000,2.000,0.000,0.000,0.000,586565.148
524050.180,4778999.700,1519.630,9555.000,1.000,0.000,0.000,0.000,2.000,0.000,0.000,0.000,586565.140
524050.840,4778999.740,1519.700,11621.000,1.000,0.000,0.000,0.000,2.000,0.000,0.000,0.000,586565.133
524051.500,4778999.800,1519.950,10395.000,1.000,0.000,0.000,0.000,2.000,0.000,0.000,0.000,586565.126
524052.090,4778999.850,1519.990,10330.000,1.000,0.000,0.000,0.000,2.000,0.000,0.000,0.000,586565.119
524052.650,4778999.340,1520.130,10201.000,1.000,0.000,0.000,0.000,2.000,0.000,0.000,0.000,586565.119
524052.640,4778999.920,1520.230,10072.000,1.000,0.000,0.000,0.000,2.000,0.000,0.000,0.000,586565.112
524053.270,4778999.320,1520.230,11944.000,1.000,0.000,0.000,0.000,2.000,0.000,0.000,0.000,586565.112
524053.610,4778999.580,1520.250,10007.000,1.000,0.000,0.000,0.000,2.000,0.000,0.000,0.000,586565.105
524054.080,4778999.760,1520.390,8910.000,1.000,0.000,0.000,0.000,2.000,0.000,0.000,0.000,586565.098
524054.520,4778999.970,1520.450,10911.000,1.000,0.000,0.000,0.000,2.000,0.000,0.000,0.000,586565.091
524055.130,4778999.410,1520.630,10459.000,1.000,0.000,0.000,0.000,2.000,0.000,0.000,0.000,586565.091
524055.630,4778999.580,1520.680,10395.000,1.000,0.000,0.000,0.000,2.000,0.000,0.000,0.000,586565.084
524056.130,4778999.710,1520.730,9168.000,1.000,0.000,0.000,0.000,2.000,0.000,0.000,0.000,586565.077
524056.550,4778999.900,1520.960,10718.000,1.000,0.000,0.000,0.000,3.000,0.000,0.000,8.000,586565.070
524057.170,4778999.310,1520.910,11751.000,1.000,0.000,0.000,0.000,2.000,0.000,0.000,0.000,586565.070
524057.640,4778999.480,1520.930,8910.000,1.000,0.000,0.000,0.000,2.000,0.000,0.000,0.000,586565.063
524058.240,4778999.540,1521.020,11880.000,1.000,0.000,0.000,0.000,2.000,0.000,0.000,0.000,586565.056
524058.710,4778999.750,1521.050,11557.000,1.000,0.000,0.000,0.000,2.000,0.000,0.000,0.000,586565.049
524059.340,4778999.810,1521.190,12655.000,1.000,0.000,0.000,0.000,2.000,0.000,0.000,0.000,586565.042
524059.850,4778999.990,1521.240,12332.000,1.000,0.000,0.000,0.000,2.000,0.000,0.000,0.000,586565.035
524060.420,4778999.470,1521.320,9684.000,1.000,0.000,0.000,0.000,2.000,0.000,0.000,0.000,586565.035
524060.960,4778999.620,1521.380,13171.000,1.000,0.000,0.000,0.000,2.000,0.000,0.000,0.000,586565.028
524061.620,4778999.680,1521.490,9943.000,1.000,0.000,0.000,0.000,2.000,0.000,0.000,0.000,586565.021
524062.170,4778999.820,1521.590,9168.000,1.000,0.000,0.000,0.000,2.000,0.000,0.000,0.000,586565.013
524062.830,4778999.810,1521.630,11363.000,1.000,0.000,0.000,0.000,2.000,0.000,0.000,0.000,586565.006
524063.400,4778999.860,1521.710,9878.000,1.000,0.000,0.000,0.000,2.000,0.000,0.000,0.000,586564.999
524064.020,4778999.290,1521.820,11621.000,1.000,0.000,0.000,0.000,2.000,0.000,0.000,0.000,586564.999
524064.480,4778999.440,1521.820,9878.000,1.000,0.000,0.000,0.000,2.000,0.000,0.000,0.000,586564.992
524065.060,4778999.550,1521.940,9103.000,1.000,0.000,0.000,0.000,2.000,0.000,0.000,0.000,586564.985
524065.510,4778999.850,1522.090,8070.000,1.000,0.000,0.000,0.000,2.000,0.000,0.000,0.000,586564.978
524066.670,4778999.500,1522.150,10459.000,1.000,0.000,0.000,0.000,2.000,0.000,0.000,0.000,586564.971
524067.160,4778999.760,1522.230,11170.000,1.000,0.000,0.000,0.000,2.000,0.000,0.000,0.000,586564.964
524068.120,4778999.570,1522.610,12396.000,1.000,0.000,0.000,0.000,3.000,0.000,0.000,17.000,586564.957
524068.630,4778999.760,1522.420,11170.000,1.000,0.000,0.000,0.000,2.000,0.000,0.000,0.000,586564.950
524069.140,4778999.920,1522.420,9943.000,1.000,0.000,0.000,0.000,2.000,0.000,0.000,0.000,586564.943
524069.760,4778999.350,1522.590,10911.000,1.000,0.000,0.000,0.000,2.000,0.000,0.000,0.000,586564.943
524070.280,4778999.490,1522.620,9555.000,1.000,0.000,0.000,0.000,2.000,0.000,0.000,0.000,586564.936
524070.870,4778999.580,1522.640,11105.000,1.000,0.000,0.000,0.000,2.000,0.000,0.000,0.000,586564.929
524071.300,4778999.810,1522.770,9814.000,1.000,0.000,0.000,0.000,2.000,0.000,0.000,0.000,586564.922
524072.360,4778999.460,1522.840,8716.000,1.000,0.000,0.000,0.000,2.000,0.000,0.000,0.000,586564.915
524072.870,4778999.650,1522.860,9684.000,1.000,0.000,0.000,0.000,2.000,0.000,0.000,0.000,586564.908
524073.290,4778999.910,1522.890,10136.000,1.000,0.000,0.000,0.000,2.000,0.000,0.000,0.000,586564.901
524073.870,4778999.380,1523.000,10782.000,1.000,0.000,0.000,0.000,2.000,0.000,0.000,0.000,586564.901
524074.380,4778999.510,1523.030,9620.000,1.000,0.000,0.000,0.000,2.000,0.000,0.000,0.000,586564.894
524074.830,4778999.670,1523.040,8393.000,1.000,0.000,0.000,0.000,2.000,0.000,0.000,0.000,586564.886
524075.210,4778999.840,1523.060,9749.000,1.000,0.000,0.000,0.000,2.000,0.000,0.000,0.000,586564.879
524075.760,4778999.910,1523.110,11557.000,1.000,0.000,0.000,0.000,2.000,0.000,0.000,0.000,586564.872
524076.330,4778999.400,1523.270,11880.000,1.000,0.000,0.000,0.000,2.000,0.000,0.000,0.000,586564.872
524076.780,4778999.650,1523.260,9943.000,1.000,0.000,0.000,0.000,2.000,0.000,0.000,0.000,586564.865
524077.310,4778999.860,1523.310,9168.000,1.000,0.000,0.000,0.000,2.000,0.000,0.000,0.000,586564.858
524077.930,4778999.290,1523.330,10136.000,1.000,0.000,0.000,0.000,2.000,0.000,0.000,0.000,586564.858
524078.410,4778999.520,1523.350,9426.000,1.000,0.000,0.000,0.000,2.000,0.000,0.000,0.000,586564.851
524078.820,4778999.810,1523.410,9426.000,1.000,0.000,0.000,0.000,2.000,0.000,0.000,0.000,586564.844
524079.400,4778999.290,1523.560,11492.000,1.000,0.000,0.000,0.000,2.000,0.000,0.000,0.000,586564.844
524079.880,4778999.540,1523.560,10136.000,1.000,0.000,0.000,0.000,2.000,0.000,0.000,0.000,586564.837
524080.360,4778999.780,1523.730,9426.000,1.000,0.000,0.000,0.000,2.000,0.000,0.000,0.000,586564.830
524081.460,4778999.440,1523.790,8845.000,1.000,0.000,0.000,0.000,2.000,0.000,0.000,0.000,586564.823
524082.020,4778999.570,1523.790,9491.000,1.000,0.000,0.000,0.000,2.000,0.000,0.000,0.000,586564.816
524082.470,4778999.830,1523.880,9168.000,1.000,0.000,0.000,0.000,3.000,0.000,0.000,7.000,586564.809
524083.660,4778999.430,1523.890,9943.000,1.000,0.000,0.000,0.000,2.000,0.000,0.000,0.000,586564.802
524084.240,4778999.700,1523.950,9684.000,1.000,0.000,0.000,0.000,2.000,0.000,0.000,0.000,586564.795
524085.410,4778999.480,1524.080,9814.000,1.000,0.000,0.000,0.000,2.000,0.000,0.000,0.000,586564.788
524086.540,4778999.990,1524.110,10395.000,1.000,0.000,0.000,0.000,2.000,0.000,0.000,0.000,586564.774
524087.170,4778999.420,1524.310,11686.000,1.000,0.000,0.000,0.000,2.000,0.000,0.000,0.000,586564.774
524086.020,4778999.720,1524.070,9620.000,1.000,0.000,0.000,0.000,2.000,0.000,0.000,0.000,586564.781
524087.620,4778999.690,1524.270,10459.000,1.000,0.000,0.000,0.000,2.000,0.000,0.000,0.000,586564.767
524088.230,4778999.830,1524.250,11751.000,1.000,0.000,0.000,0.000,2.000,0.000,0.000,0.000,586564.759
524088.790,4778999.330,1524.480,10459.000,1.000,0.000,0.000,0.000,2.000,0.000,0.000,0.000,586564.759
524089.400,4778999.510,1524.430,10782.000,1.000,0.000,0.000,0.000,2.000,0.000,0.000,0.000,586564.752
524090.050,4778999.670,1524.520,10782.000,1.000,0.000,0.000,0.000,2.000,0.000,0.000,0.000,586564.745
524090.680,4778999.840,1524.600,10459.000,1.000,0.000,0.000,0.000,2.000,0.000,0.000,0.000,586564.738
524091.290,4778999.280,1524.700,10976.000,1.000,0.000,0.000,0.000,2.000,0.000,0.000,0.000,586564.738
524091.830,4778999.560,1524.700,12267.000,1.000,0.000,0.000,0.000,2.000,0.000,0.000,0.000,586564.731
524092.510,4778999.770,1524.730,10136.000,1.000,0.000,0.000,0.000,2.000,0.000,0.000,0.000,586564.724
524093.230,4778999.940,1524.910,9233.000,1.000,0.000,0.000,0.000,2.000,0.000,0.000,0.000,586564.717
524093.860,4778999.360,1524.980,11557.000,1.000,0.000,0.000,0.000,2.000,0.000,0.000,0.000,586564.717
524094.590,4778999.570,1525.020,9943.000,1.000,0.000,0.000,0.000,2.000,0.000,0.000,0.000,586564.710
524096.060,4778999.970,1525.120,10395.000,1.000,0.000,0.000,0.000,2.000,0.000,0.000,0.000,586564.696
524095.420,4778999.660,1525.090,10653.000,1.000,0.000,0.000,0.000,2.000,0.000,0.000,0.000,586564.703
524097.390,4778999.670,1525.240,9103.000,1.000,0.000,0.000,0.000,2.000,0.000,0.000,0.000,586564.689
524096.690,4778999.400,1525.220,9491.000,1.000,0.000,0.000,0.000,2.000,0.000,0.000,0.000,586564.696
524098.050,4778999.950,1525.280,10266.000,1.000,0.000,0.000,0.000,2.000,0.000,0.000,0.000,586564.682
524098.660,4778999.410,1525.420,10976.000,1.000,0.000,0.000,0.000,2.000,0.000,0.000,0.000,586564.682
524099.220,4778999.760,1525.410,10395.000,1.000,0.000,0.000,0.000,2.000,0.000,0.000,0.000,586564.675
524100.430,4778999.520,1525.630,11170.000,1.000,0.000,0.000,0.000,2.000,0.000,0.000,0.000,586564.668
524101.090,4778999.660,1525.590,8845.000,1.000,0.000,0.000,0.000,2.000,0.000,0.000,0.000,586564.661
524101.660,4778999.860,1525.600,9814.000,1.000,0.000,0.000,0.000,2.000,0.000,0.000,0.000,586564.654
524102.230,4778999.350,1525.800,10007.000,1.000,0.000,0.000,0.000,2.000,0.000,0.000,0.000,586564.654
524102.370,4778999.990,1525.670,9297.000,1.000,0.000,0.000,0.000,2.000,0.000,0.000,0.000,586564.647
524102.930,4778999.490,1525.870,10266.000,1.000,0.000,0.000,0.000,2.000,0.000,0.000,0.000,586564.647
524103.590,4778999.650,1525.890,10911.000,1.000,0.000,0.000,0.000,2.000,0.000,0.000,0.000,586564.640
524104.310,4778999.770,1525.940,9168.000,1.000,0.000,0.000,0.000,2.000,0.000,0.000,0.000,586564.632
524106.340,4778999.560,1526.230,11170.000,1.000,0.000,0.000,0.000,2.000,0.000,0.000,0.000,586564.618
524105.070,4778999.890,1525.970,8587.000,1.000,0.000,0.000,0.000,2.000,0.000,0.000,0.000,586564.625
524105.660,4778999.360,1526.140,8974.000,1.000,0.000,0.000,0.000,2.000,0.000,0.000,0.000,586564.625
524107.100,4778999.680,1526.300,10266.000,1.000,0.000,0.000,0.000,2.000,0.000,0.000,0.000,586564.611
524107.850,4778999.820,1526.330,9943.000,1.000,0.000,0.000,0.000,2.000,0.000,0.000,0.000,586564.604
524108.480,4778999.270,1526.520,9814.000,1.000,0.000,0.000,0.000,2.000,0.000,0.000,0.000,586564.604
524108.600,4778999.970,1526.310,9749.000,1.000,0.000,0.000,0.000,2.000,0.000,0.000,0.000,586564.597
524109.200,4778999.430,1526.490,10653.000,1.000,0.000,0.000,0.000,2.000,0.000,0.000,0.000,586564.597
524110.880,4778999.660,1526.600,9168.000,1.000,0.000,0.000,0.000,2.000,0.000,0.000,0.000,586564.583
524109.540,4778999.980,1526.370,9684.000,1.000,0.000,0.000,0.000,2.000,0.000,0.000,0.000,586564.590
524110.110,4778999.470,1526.590,12009.000,1.000,0.000,0.000,0.000,2.000,0.000,0.000,0.000,586564.590
524111.690,4778999.790,1526.660,11363.000,1.000,0.000,0.000,0.000,2.000,0.000,0.000,0.000,586564.576
524113.670,4778999.630,1526.830,10782.000,1.000,0.000,0.000,0.000,2.000,0.000,0.000,0.000,586564.562
524112.430,4778999.950,1526.730,10588.000,1.000,0.000,0.000,0.000,2.000,0.000,0.000,0.000,586564.569
524113.030,4778999.410,1526.870,9943.000,1.000,0.000,0.000,0.000,2.000,0.000,0.000,0.000,586564.569
524114.370,4778999.820,1526.810,10588.000,1.000,0.000,0.000,0.000,2.000,0.000,0.000,0.000,586564.555
524114.950,4778999.300,1526.910,11880.000,1.000,0.000,0.000,0.000,2.000,0.000,0.000,0.000,586564.555
524115.710,4778999.490,1526.900,9555.000,1.000,0.000,0.000,0.000,2.000,0.000,0.000,0.000,586564.548
524117.320,4778999.840,1526.890,8910.000,1.000,0.000,0.000,0.000,2.000,0.000,0.000,0.000,586564.534
524117.900,4778999.310,1526.950,9168.000,1.000,0.000,0.000,0.000,2.000,0.000,0.000,0.000,586564.534
524116.460,4778999.720,1526.900,9943.000,1.000,0.000,0.000,0.000,2.000,0.000,0.000,0.000,586564.541
524118.510,4778999.590,1527.020,10201.000,1.000,0.000,0.000,0.000,3.000,0.000,0.000,4.000,586564.527
524119.950,4778999.760,1526.970,9620.000,1.000,0.000,0.000,0.000,2.000,0.000,0.000,0.000,586564.513
524119.230,4778999.690,1527.000,9943.000,1.000,0.000,0.000,0.000,2.000,0.000,0.000,0.000,586564.520
524121.560,4778999.900,1526.960,10395.000,1.000,0.000,0.000,0.000,2.000,0.000,0.000,0.000,586564.498
524122.120,4778999.410,1527.160,10459.000,1.000,0.000,0.000,0.000,3.000,0.000,0.000,9.000,586564.498
524120.710,4778999.830,1526.980,10072.000,1.000,0.000,0.000,0.000,2.000,0.000,0.000,0.000,586564.505
524121.310,4778999.300,1527.050,9168.000,1.000,0.000,0.000,0.000,2.000,0.000,0.000,0.000,586564.505
524122.990,4778999.520,1527.080,9491.000,1.000,0.000,0.000,0.000,2.000,0.000,0.000,0.000,586564.491
524124.740,4778999.820,1527.090,11105.000,1.000,0.000,0.000,0.000,2.000,0.000,0.000,0.000,586564.477
524123.830,4778999.710,1527.090,9491.000,1.000,0.000,0.000,0.000,2.000,0.000,0.000,0.000,586564.484
524128.280,4778999.340,1527.190,10911.000,1.000,0.000,0.000,0.000,2.000,0.000,0.000,0.000,586564.456
524126.910,4778999.650,1527.150,9555.000,1.000,0.000,0.000,0.000,2.000,0.000,0.000,0.000,586564.463
524126.070,4778999.520,1527.090,8974.000,1.000,0.000,0.000,0.000,2.000,0.000,0.000,0.000,586564.470
524128.980,4778999.610,1527.200,11170.000,1.000,0.000,0.000,0.000,2.000,0.000,0.000,0.000,586564.449
524127.630,4778999.920,1527.100,10976.000,1.000,0.000,0.000,0.000,2.000,0.000,0.000,0.000,586564.456
524131.900,4778999.670,1527.210,10653.000,1.000,0.000,0.000,0.000,2.000,0.000,0.000,0.000,586564.428
524130.770,4778999.800,1527.170,11751.000,1.000,0.000,0.000,0.000,2.000,0.000,0.000,0.000,586564.435
524131.370,4778999.260,1527.260,11170.000,1.000,0.000,0.000,0.000,2.000,0.000,0.000,0.000,586564.435
524129.590,4778999.950,1527.150,11880.000,1.000,0.000,0.000,0.000,2.000,0.000,0.000,0.000,586564.442
524130.170,4778999.430,1527.250,10911.000,1.000,0.000,0.000,0.000,2.000,0.000,0.000,0.000,586564.442
524134.990,4778999.460,1527.270,11428.000,1.000,0.000,0.000,0.000,2.000,0.000,0.000,0.000,586564.407
524133.750,4778999.770,1527.230,10395.000,1.000,0.000,0.000,0.000,2.000,0.000,0.000,0.000,586564.414
524132.640,4778999.910,1527.190,11105.000,1.000,0.000,0.000,0.000,2.000,0.000,0.000,0.000,586564.421
524133.220,4778999.390,1527.260,10588.000,1.000,0.000,0.000,0.000,2.000,0.000,0.000,0.000,586564.421
524136.050,4778999.930,1527.340,8974.000,1.000,0.000,0.000,0.000,2.000,0.000,0.000,0.000,586564.393
524136.660,4778999.380,1527.310,11751.000,1.000,0.000,0.000,0.000,2.000,0.000,0.000,0.000,586564.393
524135.530,4778999.700,1527.290,11428.000,1.000,0.000,0.000,0.000,2.000,0.000,0.000,0.000,586564.400
524137.320,4778999.550,1527.310,10007.000,1.000,0.000,0.000,0.000,2.000,0.000,0.000,0.000,586564.386
524138.010,4778999.700,1527.300,10459.000,1.000,0.000,0.000,0.000,2.000,0.000,0.000,0.000,586564.378
524138.660,4778999.910,1527.320,9555.000,1.000,0.000,0.000,0.000,2.000,0.000,0.000,0.000,586564.371
524139.270,4778999.350,1527.360,11105.000,1.000,0.000,0.000,0.000,2.000,0.000,0.000,0.000,586564.371
524139.980,4778999.520,1527.300,12009.000,1.000,0.000,0.000,0.000,2.000,0.000,0.000,0.000,586564.364
524140.480,4778999.890,1527.260,10201.000,1.000,0.000,0.000,0.000,2.000,0.000,0.000,0.000,586564.357
524141.120,4778999.320,1527.330,11751.000,1.000,0.000,0.000,0.000,2.000,0.000,0.000,0.000,586564.357
524141.760,4778999.640,1527.310,10653.000,1.000,0.000,0.000,0.000,2.000,0.000,0.000,0.000,586564.350
524142.360,4778999.990,1527.220,11686.000,1.000,0.000,0.000,0.000,2.000,0.000,0.000,0.000,586564.343
524143.030,4778999.380,1527.270,11751.000,1.000,0.000,0.000,0.000,2.000,0.000,0.000,0.000,586564.343
524143.510,4778999.770,1527.240,10588.000,1.000,0.000,0.000,0.000,2.000,0.000,0.000,0.000,586564.336
524144.670,4778999.500,1527.270,10782.000,1.000,0.000,0.000,0.000,2.000,0.000,0.000,0.000,586564.329
524145.260,4778999.720,1527.210,10201.000,1.000,0.000,0.000,0.000,2.000,0.000,0.000,0.000,586564.322
524146.340,4778999.540,1527.220,11234.000,1.000,0.000,0.000,0.000,2.000,0.000,0.000,0.000,586564.315
524147.000,4778999.800,1527.110,12138.000,1.000,0.000,0.000,0.000,2.000,0.000,0.000,0.000,586564.308
524147.590,4778999.270,1527.170,10588.000,1.000,0.000,0.000,0.000,2.000,0.000,0.000,0.000,586564.308
524148.090,4778999.630,1527.130,10588.000,1.000,0.000,0.000,0.000,2.000,0.000,0.000,0.000,586564.301
524148.600,4778999.940,1527.080,11170.000,1.000,0.000,0.000,0.000,2.000,0.000,0.000,0.000,586564.294
524149.230,4778999.380,1527.110,11105.000,1.000,0.000,0.000,0.000,2.000,0.000,0.000,0.000,586564.294
524149.660,4778999.690,1527.110,10136.000,1.000,0.000,0.000,0.000,3.000,0.000,0.000,0.000,586564.287
524150.080,4778999.990,1527.000,11944.000,1.000,0.000,0.000,0.000,2.000,0.000,0.000,0.000,586564.280
524150.730,4778999.410,1527.060,10976.000,1.000,0.000,0.000,0.000,2.000,0.000,0.000,0.000,586564.280
524151.200,4778999.700,1527.030,11944.000,1.000,0.000,0.000,0.000,2.000,0.000,0.000,0.000,586564.273
524151.870,4778999.840,1527.030,11428.000,1.000,0.000,0.000,0.000,2.000,0.000,0.000,0.000,586564.266
524152.530,4778999.250,1527.080,13042.000,1.000,0.000,0.000,0.000,2.000,0.000,0.000,0.000,586564.266
524153.730,4778999.760,1526.970,11170.000,1.000,0.000,0.000,0.000,2.000,0.000,0.000,0.000,586564.251
524153.020,4778999.590,1527.000,11557.000,1.000,0.000,0.000,0.000,2.000,0.000,0.000,0.000,586564.259
524154.930,4778999.500,1526.960,12784.000,1.000,0.000,0.000,0.000,2.000,0.000,0.000,0.000,586564.244
524155.540,4778999.800,1526.910,11299.000,1.000,0.000,0.000,0.000,2.000,0.000,0.000,0.000,586564.237
524156.100,4778999.310,1527.120,11299.000,1.000,0.000,0.000,0.000,3.000,0.000,0.000,13.000,586564.237
524156.740,4778999.570,1526.890,10653.000,1.000,0.000,0.000,0.000,2.000,0.000,0.000,0.000,586564.230
524157.360,4778999.870,1526.890,11363.000,1.000,0.000,0.000,0.000,2.000,0.000,0.000,0.000,586564.223
524157.960,4778999.330,1526.840,10976.000,1.000,0.000,0.000,0.000,2.000,0.000,0.000,0.000,586564.223
524158.490,4778999.640,1526.730,13623.000,1.000,0.000,0.000,0.000,2.000,0.000,0.000,0.000,586564.216
