"X","Y","Z","Intensity","ReturnNumber","NumberOfReturns","ScanDirectionFlag","EdgeOfFlightLine","Classification","ScanAngleRank","UserData","PointSourceId","GpsTime"
524543.500,4778999.910,1528.600,6456.000,2.000,0.000,0.000,0.000,2.000,0.000,0.000,0.000,586559.911
524544.090,4778999.290,1528.840,6844.000,1.000,0.000,0.000,0.000,3.000,0.000,0.000,10.000,586559.911
524543.070,4778999.360,1528.760,9491.000,1.000,0.000,0.000,0.000,2.000,0.000,0.000,0.000,586559.925
524542.130,4778999.890,1528.870,9362.000,1.000,0.000,0.000,0.000,2.000,0.000,0.000,0.000,586559.932
524542.790,4778999.180,1528.840,10136.000,1.000,0.000,0.000,0.000,2.000,0.000,0.000,0.000,586559.932
524541.940,4778999.640,1528.950,9426.000,1.000,0.000,0.000,0.000,2.000,0.000,0.000,0.000,586559.939
524541.640,4778999.530,1529.020,9168.000,1.000,0.000,0.000,0.000,2.000,0.000,0.000,0.000,586559.946
524540.820,4778999.590,1529.960,2776.000,1.000,0.000,0.000,0.000,3.000,0.000,0.000,59.000,586559.960
524541.020,4778999.360,1529.340,7360.000,2.000,0.000,0.000,0.000,2.000,0.000,0.000,0.000,586559.960
524541.340,4778999.450,1529.230,10136.000,1.000,0.000,0.000,0.000,2.000,0.000,0.000,0.000,586559.953
524540.040,4778999.910,1529.380,8781.000,1.000,0.000,0.000,0.000,2.000,0.000,0.000,0.000,586559.967
524540.630,4778999.290,1529.730,6650.000,1.000,0.000,0.000,0.000,3.000,0.000,0.000,34.000,586559.967
524539.770,4778999.640,1529.400,10911.000,1.000,0.000,0.000,0.000,2.000,0.000,0.000,0.000,586559.974
524539.440,4778999.390,1529.660,8910.000,1.000,0.000,0.000,0.000,2.000,0.000,0.000,0.000,586559.982
524538.490,4778999.800,1529.960,7296.000,1.000,0.000,0.000,0.000,2.000,0.000,0.000,0.000,586559.989
524538.330,4778999.420,1529.760,9620.000,1.000,0.000,0.000,0.000,2.000,0.000,0.000,0.000,586559.996
524537.330,4778999.980,1530.880,2195.000,1.000,0.000,0.000,0.000,2.000,0.000,0.000,0.000,586560.003
524537.680,4778999.580,1529.810,8974.000,2.000,0.000,0.000,0.000,2.000,0.000,0.000,0.000,586560.003
524537.180,4778999.630,1530.870,6198.000,1.000,0.000,0.000,0.000,3.000,0.000,0.000,81.000,586560.010
524537.450,4778999.320,1530.040,3486.000,2.000,0.000,0.000,0.000,2.000,0.000,0.000,0.000,586560.010
524536.690,4778999.560,1530.080,10459.000,1.000,0.000,0.000,0.000,2.000,0.000,0.000,0.000,586560.017
524535.850,4778999.890,1530.100,10588.000,1.000,0.000,0.000,0.000,2.000,0.000,0.000,0.000,586560.024
524536.520,4778999.180,1530.210,10847.000,1.000,0.000,0.000,0.000,2.000,0.000,0.000,0.000,586560.024
524535.770,4778999.420,1530.270,9814.000,1.000,0.000,0.000,0.000,2.000,0.000,0.000,0.000,586560.031
524534.850,4778999.840,1530.600,7102.000,1.000,0.000,0.000,0.000,2.000,0.000,0.000,0.000,586560.038
524535.470,4778999.180,1530.720,7618.000,1.000,0.000,0.000,0.000,3.000,0.000,0.000,29.000,586560.038
524534.560,4778999.620,1530.840,6908.000,1.000,0.000,0.000,0.000,3.000,0.000,0.000,27.000,586560.045
524533.870,4778999.830,1530.490,11428.000,1.000,0.000,0.000,0.000,2.000,0.000,0.000,0.000,586560.052
524534.500,4778999.170,1530.570,11105.000,1.000,0.000,0.000,0.000,2.000,0.000,0.000,0.000,586560.052
524533.540,4778999.690,1530.610,10136.000,1.000,0.000,0.000,0.000,2.000,0.000,0.000,0.000,586560.059
524533.240,4778999.560,1530.770,9684.000,1.000,0.000,0.000,0.000,2.000,0.000,0.000,0.000,586560.066
524532.920,4778999.480,1530.830,8587.000,1.000,0.000,0.000,0.000,2.000,0.000,0.000,0.000,586560.073
524532.630,4778999.350,1530.990,10459.000,1.000,0.000,0.000,0.000,2.000,0.000,0.000,0.000,586560.080
524531.710,4778999.880,1530.990,9297.000,1.000,0.000,0.000,0.000,2.000,0.000,0.000,0.000,586560.087
524531.510,4778999.620,1531.010,10653.000,1.000,0.000,0.000,0.000,2.000,0.000,0.000,0.000,586560.094
524531.340,4778999.330,1531.140,9943.000,1.000,0.000,0.000,0.000,2.000,0.000,0.000,0.000,586560.101
524530.480,4778999.770,1531.260,11105.000,1.000,0.000,0.000,0.000,2.000,0.000,0.000,0.000,586560.109
524530.510,4778999.250,1531.360,8651.000,1.000,0.000,0.000,0.000,2.000,0.000,0.000,0.000,586560.116
524003.390,4778999.400,1509.700,11751.000,1.000,0.000,0.000,0.000,2.000,0.000,0.000,0.000,586567.168
524002.650,4778999.660,1509.550,8781.000,1.000,0.000,0.000,0.000,2.000,0.000,0.000,0.000,586567.168
524001.820,4778999.940,1509.670,11363.000,1.000,0.000,0.000,0.000,3.000,0.000,0.000,21.000,586567.168
524004.380,4778999.520,1509.980,10653.000,1.000,0.000,0.000,0.000,2.000,0.000,0.000,0.000,586567.161
524003.650,4778999.760,1509.760,8716.000,1.000,0.000,0.000,0.000,2.000,0.000,0.000,0.000,586567.161
524002.920,4778999.990,1509.620,10847.000,1.000,0.000,0.000,0.000,2.000,0.000,0.000,0.000,586567.161
524002.260,4778999.350,1509.430,8522.000,1.000,0.000,0.000,0.000,2.000,0.000,0.000,0.000,586567.175
524001.540,4778999.590,1509.360,12784.000,1.000,0.000,0.000,0.000,2.000,0.000,0.000,0.000,586567.175
524005.550,4778999.570,1510.360,11815.000,1.000,0.000,0.000,0.000,2.000,0.000,0.000,0.000,586567.154
524004.830,4778999.810,1510.210,14398.000,1.000,0.000,0.000,0.000,2.000,0.000,0.000,0.000,586567.154
524005.830,4778999.880,1510.400,9362.000,1.000,0.000,0.000,0.000,2.000,0.000,0.000,0.000,586567.147
524006.310,4778999.320,1510.330,8522.000,1.000,0.000,0.000,0.000,2.000,0.000,0.000,0.000,586567.154
524007.440,4778999.360,1510.720,10072.000,1.000,0.000,0.000,0.000,2.000,0.000,0.000,0.000,586567.147
524006.640,4778999.620,1510.470,10782.000,1.000,0.000,0.000,0.000,2.000,0.000,0.000,0.000,586567.147
524008.610,4778999.380,1510.970,8716.000,1.000,0.000,0.000,0.000,2.000,0.000,0.000,0.000,586567.139
524007.810,4778999.640,1510.760,10072.000,1.000,0.000,0.000,0.000,2.000,0.000,0.000,0.000,586567.139
524007.110,4778999.860,1510.570,9168.000,1.000,0.000,0.000,0.000,2.000,0.000,0.000,0.000,586567.139
524009.650,4778999.450,1511.270,11105.000,1.000,0.000,0.000,0.000,2.000,0.000,0.000,0.000,586567.132
524008.870,4778999.700,1511.030,9749.000,1.000,0.000,0.000,0.000,2.000,0.000,0.000,0.000,586567.132
524008.130,4778999.940,1510.910,11170.000,1.000,0.000,0.000,0.000,2.000,0.000,0.000,0.000,586567.132
524010.740,4778999.500,1511.480,12073.000,1.000,0.000,0.000,0.000,2.000,0.000,0.000,0.000,586567.125
524010.000,4778999.740,1511.320,11880.000,1.000,0.000,0.000,0.000,2.000,0.000,0.000,0.000,586567.125
524009.270,4778999.980,1511.110,8845.000,1.000,0.000,0.000,0.000,2.000,0.000,0.000,0.000,586567.125
524012.610,4778999.320,1511.840,9039.000,1.000,0.000,0.000,0.000,2.000,0.000,0.000,0.000,586567.118
524011.820,4778999.570,1511.650,10847.000,1.000,0.000,0.000,0.000,2.000,0.000,0.000,0.000,586567.118
524011.120,4778999.800,1511.500,9943.000,1.000,0.000,0.000,0.000,2.000,0.000,0.000,0.000,586567.118
524013.720,4778999.380,1512.050,8587.000,1.000,0.000,0.000,0.000,2.000,0.000,0.000,0.000,586567.111
524012.950,4778999.630,1511.910,13300.000,1.000,0.000,0.000,0.000,2.000,0.000,0.000,0.000,586567.111
524012.150,4778999.890,1511.730,11557.000,1.000,0.000,0.000,0.000,2.000,0.000,0.000,0.000,586567.111
524014.810,4778999.460,1512.340,9297.000,1.000,0.000,0.000,0.000,2.000,0.000,0.000,0.000,586567.104
524014.080,4778999.690,1512.140,8781.000,1.000,0.000,0.000,0.000,2.000,0.000,0.000,0.000,586567.104
524013.290,4778999.950,1511.990,11170.000,1.000,0.000,0.000,0.000,2.000,0.000,0.000,0.000,586567.104
524015.970,4778999.520,1512.680,12461.000,1.000,0.000,0.000,0.000,2.000,0.000,0.000,0.000,586567.097
524015.190,4778999.770,1512.470,8845.000,1.000,0.000,0.000,0.000,2.000,0.000,0.000,0.000,586567.097
524017.670,4778999.410,1512.960,11040.000,1.000,0.000,0.000,0.000,2.000,0.000,0.000,0.000,586567.090
524016.900,4778999.660,1512.820,9814.000,1.000,0.000,0.000,0.000,2.000,0.000,0.000,0.000,586567.090
524016.160,4778999.900,1512.750,13042.000,1.000,0.000,0.000,0.000,2.000,0.000,0.000,0.000,586567.090
524018.890,4778999.450,1513.250,11686.000,1.000,0.000,0.000,0.000,2.000,0.000,0.000,0.000,586567.083
524018.160,4778999.680,1513.050,10718.000,1.000,0.000,0.000,0.000,2.000,0.000,0.000,0.000,586567.083
524017.340,4778999.950,1512.990,12138.000,1.000,0.000,0.000,0.000,2.000,0.000,0.000,0.000,586567.083
524019.940,4778999.520,1513.540,9168.000,1.000,0.000,0.000,0.000,2.000,0.000,0.000,0.000,586567.076
524019.210,4778999.750,1513.250,9168.000,1.000,0.000,0.000,0.000,2.000,0.000,0.000,0.000,586567.076
524021.700,4778999.320,1513.940,10266.000,1.000,0.000,0.000,0.000,2.000,0.000,0.000,0.000,586567.069
524020.980,4778999.550,1513.730,11299.000,1.000,0.000,0.000,0.000,2.000,0.000,0.000,0.000,586567.069
524020.250,4778999.790,1513.680,7877.000,1.000,0.000,0.000,0.000,2.000,0.000,0.000,0.000,586567.069
524022.750,4778999.360,1514.200,11751.000,1.000,0.000,0.000,0.000,3.000,0.000,0.000,8.000,586567.062
524022.010,4778999.590,1513.950,9555.000,1.000,0.000,0.000,0.000,2.000,0.000,0.000,0.000,586567.062
524021.270,4778999.830,1513.850,12719.000,1.000,0.000,0.000,0.000,2.000,0.000,0.000,0.000,586567.062
524023.810,4778999.370,1514.280,13300.000,1.000,0.000,0.000,0.000,2.000,0.000,0.000,0.000,586567.055
524022.990,4778999.640,1514.200,9039.000,1.000,0.000,0.000,0.000,2.000,0.000,0.000,0.000,586567.055
524022.220,4778999.890,1513.990,11557.000,1.000,0.000,0.000,0.000,2.000,0.000,0.000,0.000,586567.055
524024.740,4778999.460,1514.650,12461.000,1.000,0.000,0.000,0.000,3.000,0.000,0.000,6.000,586567.048
524023.970,4778999.700,1514.340,10266.000,1.000,0.000,0.000,0.000,2.000,0.000,0.000,0.000,586567.048
524023.240,4778999.940,1514.200,12784.000,1.000,0.000,0.000,0.000,2.000,0.000,0.000,0.000,586567.048
524026.490,4778999.290,1515.080,11686.000,1.000,0.000,0.000,0.000,2.000,0.000,0.000,0.000,586567.041
524025.730,4778999.530,1514.750,10266.000,1.000,0.000,0.000,0.000,2.000,0.000,0.000,0.000,586567.041
524024.930,4778999.790,1514.690,10718.000,1.000,0.000,0.000,0.000,2.000,0.000,0.000,0.000,586567.041
524027.360,4778999.420,1515.320,12073.000,1.000,0.000,0.000,0.000,2.000,0.000,0.000,0.000,586567.033
524026.600,4778999.660,1515.090,12073.000,1.000,0.000,0.000,0.000,2.000,0.000,0.000,0.000,586567.033
524025.910,4778999.880,1514.840,12138.000,1.000,0.000,0.000,0.000,2.000,0.000,0.000,0.000,586567.034
524028.460,4778999.480,1515.380,9362.000,1.000,0.000,0.000,0.000,2.000,0.000,0.000,0.000,586567.026
524027.680,4778999.740,1515.310,10072.000,1.000,0.000,0.000,0.000,2.000,0.000,0.000,0.000,586567.026
524026.960,4778999.970,1515.160,10524.000,1.000,0.000,0.000,0.000,2.000,0.000,0.000,0.000,586567.026
524030.110,4778999.410,1515.760,11880.000,1.000,0.000,0.000,0.000,2.000,0.000,0.000,0.000,586567.019
524029.390,4778999.640,1515.590,9426.000,1.000,0.000,0.000,0.000,2.000,0.000,0.000,0.000,586567.019
524028.590,4778999.900,1515.540,8329.000,1.000,0.000,0.000,0.000,2.000,0.000,0.000,0.000,586567.019
524031.810,4778999.340,1516.590,8329.000,1.000,0.000,0.000,0.000,3.000,0.000,0.000,37.000,586567.012
524031.140,4778999.530,1515.920,12719.000,1.000,0.000,0.000,0.000,2.000,0.000,0.000,0.000,586567.012
524030.400,4778999.770,1515.840,10847.000,1.000,0.000,0.000,0.000,2.000,0.000,0.000,0.000,586567.012
524032.870,4778999.420,1516.800,10459.000,1.000,0.000,0.000,0.000,3.000,0.000,0.000,30.000,586567.005
524032.110,4778999.670,1516.660,12848.000,1.000,0.000,0.000,0.000,3.000,0.000,0.000,28.000,586567.005
524031.450,4778999.850,1515.970,10201.000,1.000,0.000,0.000,0.000,2.000,0.000,0.000,0.000,586567.005
524034.010,4778999.440,1516.650,12719.000,1.000,0.000,0.000,0.000,2.000,0.000,0.000,0.000,586566.998
524033.190,4778999.710,1516.670,12138.000,1.000,0.000,0.000,0.000,3.000,0.000,0.000,9.000,586566.998
524032.390,4778999.980,1516.720,10847.000,1.000,0.000,0.000,0.000,3.000,0.000,0.000,27.000,586566.998
524035.130,4778999.460,1516.820,8393.000,1.000,0.000,0.000,0.000,2.000,0.000,0.000,0.000,586566.991
524034.350,4778999.710,1516.670,10653.000,1.000,0.000,0.000,0.000,2.000,0.000,0.000,0.000,586566.991
524033.610,4778999.950,1516.560,9555.000,1.000,0.000,0.000,0.000,2.000,0.000,0.000,0.000,586566.991
524036.310,4778999.470,1517.020,10588.000,1.000,0.000,0.000,0.000,2.000,0.000,0.000,0.000,586566.984
524035.520,4778999.740,1516.970,11170.000,1.000,0.000,0.000,0.000,2.000,0.000,0.000,0.000,586566.984
524034.810,4778999.960,1516.700,9878.000,1.000,0.000,0.000,0.000,2.000,0.000,0.000,0.000,586566.984
524038.120,4778999.320,1517.340,11815.000,1.000,0.000,0.000,0.000,2.000,0.000,0.000,0.000,586566.977
524037.370,4778999.560,1517.220,12977.000,1.000,0.000,0.000,0.000,2.000,0.000,0.000,0.000,586566.977
524036.670,4778999.790,1517.030,10266.000,1.000,0.000,0.000,0.000,2.000,0.000,0.000,0.000,586566.977
524039.390,4778999.340,1517.620,11170.000,1.000,0.000,0.000,0.000,3.000,0.000,0.000,2.000,586566.970
524038.600,4778999.590,1517.480,13300.000,1.000,0.000,0.000,0.000,2.000,0.000,0.000,0.000,586566.970
524037.890,4778999.820,1517.350,11299.000,1.000,0.000,0.000,0.000,2.000,0.000,0.000,0.000,586566.970
524040.530,4778999.390,1517.770,10782.000,1.000,0.000,0.000,0.000,2.000,0.000,0.000,0.000,586566.963
524039.740,4778999.640,1517.590,8522.000,1.000,0.000,0.000,0.000,2.000,0.000,0.000,0.000,586566.963
524038.950,4778999.900,1517.490,9555.000,1.000,0.000,0.000,0.000,2.000,0.000,0.000,0.000,586566.963
524041.670,4778999.430,1518.020,12073.000,1.000,0.000,0.000,0.000,2.000,0.000,0.000,0.000,586566.956
524040.930,4778999.670,1517.840,11751.000,1.000,0.000,0.000,0.000,2.000,0.000,0.000,0.000,586566.956
524040.140,4778999.920,1517.730,9426.000,1.000,0.000,0.000,0.000,2.000,0.000,0.000,0.000,586566.956
524042.670,4778999.500,1518.300,6521.000,1.000,0.000,0.000,0.000,3.000,0.000,0.000,6.000,586566.949
524041.910,4778999.730,1518.040,10718.000,1.000,0.000,0.000,0.000,2.000,0.000,0.000,0.000,586566.949
524041.110,4778999.990,1517.860,8587.000,1.000,0.000,0.000,0.000,2.000,0.000,0.000,0.000,586566.949
524044.380,4778999.340,1518.690,10072.000,1.000,0.000,0.000,0.000,2.000,0.000,0.000,0.000,586566.942
524043.620,4778999.580,1518.520,11299.000,1.000,0.000,0.000,0.000,2.000,0.000,0.000,0.000,586566.942
524042.920,4778999.800,1518.210,12203.000,1.000,0.000,0.000,0.000,2.000,0.000,0.000,0.000,586566.942
524045.380,4778999.420,1518.840,11751.000,1.000,0.000,0.000,0.000,2.000,0.000,0.000,0.000,586566.935
524044.650,4778999.650,1518.690,10524.000,1.000,0.000,0.000,0.000,2.000,0.000,0.000,0.000,586566.935
524043.850,4778999.920,1518.710,11880.000,1.000,0.000,0.000,0.000,3.000,0.000,0.000,7.000,586566.935
524047.090,4778999.280,1519.160,9362.000,1.000,0.000,0.000,0.000,2.000,0.000,0.000,0.000,586566.928
524046.290,4778999.540,1519.050,9943.000,1.000,0.000,0.000,0.000,2.000,0.000,0.000,0.000,586566.928
524045.560,4778999.770,1518.870,11428.000,1.000,0.000,0.000,0.000,2.000,0.000,0.000,0.000,586566.928
524047.990,4778999.430,1519.420,11299.000,1.000,0.000,0.000,0.000,3.000,0.000,0.000,3.000,586566.920
524047.300,4778999.640,1519.180,11428.000,1.000,0.000,0.000,0.000,2.000,0.000,0.000,0.000,586566.920
524046.560,4778999.880,1519.030,10330.000,1.000,0.000,0.000,0.000,2.000,0.000,0.000,0.000,586566.920
524049.110,4778999.520,1519.650,13429.000,1.000,0.000,0.000,0.000,2.000,0.000,0.000,0.000,586566.913
524048.410,4778999.740,1519.380,10976.000,1.000,0.000,0.000,0.000,2.000,0.000,0.000,0.000,586566.913
524047.640,4778999.990,1519.220,12267.000,1.000,0.000,0.000,0.000,2.000,0.000,0.000,0.000,586566.913
524050.870,4778999.420,1519.790,12396.000,1.000,0.000,0.000,0.000,2.000,0.000,0.000,0.000,586566.906
524050.080,4778999.670,1519.700,9555.000,1.000,0.000,0.000,0.000,2.000,0.000,0.000,0.000,586566.906
524049.280,4778999.930,1519.580,11880.000,1.000,0.000,0.000,0.000,2.000,0.000,0.000,0.000,586566.906
524052.660,4778999.310,1520.170,12138.000,1.000,0.000,0.000,0.000,2.000,0.000,0.000,0.000,586566.899
524051.930,4778999.540,1519.990,11751.000,1.000,0.000,0.000,0.000,2.000,0.000,0.000,0.000,586566.899
524051.200,4778999.780,1519.870,9555.000,1.000,0.000,0.000,0.000,2.000,0.000,0.000,0.000,586566.899
524053.720,4778999.380,1520.360,11686.000,1.000,0.000,0.000,0.000,2.000,0.000,0.000,0.000,586566.892
524053.000,4778999.610,1520.190,11299.000,1.000,0.000,0.000,0.000,2.000,0.000,0.000,0.000,586566.892
524052.230,4778999.860,1520.040,10653.000,1.000,0.000,0.000,0.000,2.000,0.000,0.000,0.000,586566.892
524054.800,4778999.420,1520.500,13236.000,1.000,0.000,0.000,0.000,2.000,0.000,0.000,0.000,586566.885
524054.010,4778999.670,1520.370,12203.000,1.000,0.000,0.000,0.000,2.000,0.000,0.000,0.000,586566.885
524053.300,4778999.900,1520.200,13752.000,1.000,0.000,0.000,0.000,2.000,0.000,0.000,0.000,586566.885
524055.940,4778999.440,1520.720,9814.000,1.000,0.000,0.000,0.000,2.000,0.000,0.000,0.000,586566.878
524055.210,4778999.670,1520.600,10588.000,1.000,0.000,0.000,0.000,2.000,0.000,0.000,0.000,586566.878
524054.420,4778999.930,1520.450,13688.000,1.000,0.000,0.000,0.000,2.000,0.000,0.000,0.000,586566.878
524057.100,4778999.470,1520.920,10718.000,1.000,0.000,0.000,0.000,2.000,0.000,0.000,0.000,586566.871
524056.350,4778999.720,1520.900,11621.000,1.000,0.000,0.000,0.000,2.000,0.000,0.000,0.000,586566.871
524055.580,4778999.960,1520.630,12590.000,1.000,0.000,0.000,0.000,2.000,0.000,0.000,0.000,586566.871
524058.930,4778999.330,1521.180,11105.000,1.000,0.000,0.000,0.000,2.000,0.000,0.000,0.000,586566.864
524058.200,4778999.560,1521.030,13558.000,1.000,0.000,0.000,0.000,2.000,0.000,0.000,0.000,586566.864
524057.480,4778999.790,1520.920,14140.000,1.000,0.000,0.000,0.000,2.000,0.000,0.000,0.000,586566.864
524060.120,4778999.430,1521.330,15366.000,1.000,0.000,0.000,0.000,2.000,0.000,0.000,0.000,586566.857
524059.410,4778999.660,1521.230,11880.000,1.000,0.000,0.000,0.000,2.000,0.000,0.000,0.000,586566.857
524058.670,4778999.900,1521.100,13558.000,1.000,0.000,0.000,0.000,2.000,0.000,0.000,0.000,586566.857
524061.980,4778999.310,1521.570,13817.000,1.000,0.000,0.000,0.000,2.000,0.000,0.000,0.000,586566.850
524061.190,4778999.570,1521.450,15108.000,1.000,0.000,0.000,0.000,2.000,0.000,0.000,0.000,586566.850
524060.410,4778999.820,1521.310,16916.000,1.000,0.000,0.000,0.000,2.000,0.000,0.000,0.000,586566.850
524063.090,4778999.430,1521.690,13817.000,1.000,0.000,0.000,0.000,2.000,0.000,0.000,0.000,586566.843
524062.350,4778999.670,1521.620,11170.000,1.000,0.000,0.000,0.000,2.000,0.000,0.000,0.000,586566.843
524061.560,4778999.920,1521.450,12203.000,1.000,0.000,0.000,0.000,2.000,0.000,0.000,0.000,586566.843
524064.050,4778999.570,1521.850,12138.000,1.000,0.000,0.000,0.000,2.000,0.000,0.000,0.000,586566.836
524063.280,4778999.820,1521.700,11880.000,1.000,0.000,0.000,0.000,2.000,0.000,0.000,0.000,586566.836
524064.810,4778999.330,1521.950,12784.000,1.000,0.000,0.000,0.000,2.000,0.000,0.000,0.000,586566.836
524065.740,4778999.500,1522.130,10847.000,1.000,0.000,0.000,0.000,3.000,0.000,0.000,6.000,586566.829
524064.940,4778999.760,1522.020,11234.000,1.000,0.000,0.000,0.000,2.000,0.000,0.000,0.000,586566.829
524064.230,4778999.980,1521.880,10395.000,1.000,0.000,0.000,0.000,2.000,0.000,0.000,0.000,586566.829
524067.550,4778999.390,1522.330,11815.000,1.000,0.000,0.000,0.000,2.000,0.000,0.000,0.000,586566.822
524066.770,4778999.640,1522.170,10782.000,1.000,0.000,0.000,0.000,2.000,0.000,0.000,0.000,586566.822
524066.020,4778999.880,1522.170,11621.000,1.000,0.000,0.000,0.000,2.000,0.000,0.000,0.000,586566.822
524069.360,4778999.300,1522.590,12138.000,1.000,0.000,0.000,0.000,3.000,0.000,0.000,2.000,586566.814
524068.570,4778999.560,1522.470,14075.000,1.000,0.000,0.000,0.000,2.000,0.000,0.000,0.000,586566.814
524067.760,4778999.820,1522.450,14850.000,1.000,0.000,0.000,0.000,3.000,0.000,0.000,3.000,586566.814
524070.290,4778999.490,1522.670,11170.000,1.000,0.000,0.000,0.000,2.000,0.000,0.000,0.000,586566.807
524069.550,4778999.720,1522.520,11299.000,1.000,0.000,0.000,0.000,2.000,0.000,0.000,0.000,586566.807
524068.800,4778999.960,1522.420,12009.000,1.000,0.000,0.000,0.000,2.000,0.000,0.000,0.000,586566.807
524072.290,4778999.290,1522.880,10911.000,1.000,0.000,0.000,0.000,2.000,0.000,0.000,0.000,586566.800
524071.570,4778999.520,1522.820,11815.000,1.000,0.000,0.000,0.000,2.000,0.000,0.000,0.000,586566.800
524070.770,4778999.780,1522.620,11751.000,1.000,0.000,0.000,0.000,2.000,0.000,0.000,0.000,586566.800
524073.430,4778999.350,1522.950,10395.000,1.000,0.000,0.000,0.000,2.000,0.000,0.000,0.000,586566.793
524072.690,4778999.590,1522.900,12655.000,1.000,0.000,0.000,0.000,2.000,0.000,0.000,0.000,586566.793
524071.900,4778999.850,1522.810,10136.000,1.000,0.000,0.000,0.000,2.000,0.000,0.000,0.000,586566.793
524074.680,4778999.370,1523.050,9943.000,1.000,0.000,0.000,0.000,2.000,0.000,0.000,0.000,586566.786
524073.930,4778999.620,1522.990,11880.000,1.000,0.000,0.000,0.000,2.000,0.000,0.000,0.000,586566.786
524073.210,4778999.850,1522.890,11234.000,1.000,0.000,0.000,0.000,2.000,0.000,0.000,0.000,586566.786
524075.910,4778999.390,1523.180,11299.000,1.000,0.000,0.000,0.000,2.000,0.000,0.000,0.000,586566.779
524075.160,4778999.640,1523.080,10976.000,1.000,0.000,0.000,0.000,2.000,0.000,0.000,0.000,586566.779
524074.360,4778999.890,1522.990,12009.000,1.000,0.000,0.000,0.000,2.000,0.000,0.000,0.000,586566.779
524076.200,4778999.700,1523.170,10976.000,1.000,0.000,0.000,0.000,2.000,0.000,0.000,0.000,586566.772
524075.480,4778999.930,1523.100,10007.000,1.000,0.000,0.000,0.000,2.000,0.000,0.000,0.000,586566.772
524078.120,4778999.500,1523.370,10266.000,1.000,0.000,0.000,0.000,2.000,0.000,0.000,0.000,586566.765
524077.380,4778999.740,1523.320,12461.000,1.000,0.000,0.000,0.000,2.000,0.000,0.000,0.000,586566.765
524077.010,4778999.440,1523.330,9620.000,1.000,0.000,0.000,0.000,2.000,0.000,0.000,0.000,586566.772
524079.980,4778999.350,1523.620,12396.000,1.000,0.000,0.000,0.000,2.000,0.000,0.000,0.000,586566.758
524079.210,4778999.590,1523.490,11751.000,1.000,0.000,0.000,0.000,2.000,0.000,0.000,0.000,586566.758
524078.480,4778999.830,1523.340,11428.000,1.000,0.000,0.000,0.000,2.000,0.000,0.000,0.000,586566.758
524081.680,4778999.270,1523.770,9814.000,1.000,0.000,0.000,0.000,2.000,0.000,0.000,0.000,586566.751
524080.960,4778999.500,1523.700,9426.000,1.000,0.000,0.000,0.000,2.000,0.000,0.000,0.000,586566.751
524080.180,4778999.760,1523.770,12977.000,1.000,0.000,0.000,0.000,3.000,0.000,0.000,10.000,586566.751
524079.460,4778999.990,1523.650,9362.000,1.000,0.000,0.000,0.000,2.000,0.000,0.000,0.000,586566.751
524082.920,4778999.330,1523.870,11621.000,1.000,0.000,0.000,0.000,2.000,0.000,0.000,0.000,586566.744
524082.110,4778999.590,1523.820,11621.000,1.000,0.000,0.000,0.000,2.000,0.000,0.000,0.000,586566.744
524081.360,4778999.840,1523.770,12525.000,1.000,0.000,0.000,0.000,2.000,0.000,0.000,0.000,586566.744
524083.910,4778999.450,1523.910,9168.000,1.000,0.000,0.000,0.000,2.000,0.000,0.000,0.000,586566.737
524083.110,4778999.710,1523.870,10976.000,1.000,0.000,0.000,0.000,2.000,0.000,0.000,0.000,586566.737
524082.320,4778999.970,1523.780,12590.000,1.000,0.000,0.000,0.000,2.000,0.000,0.000,0.000,586566.737
524085.610,4778999.330,1524.100,11751.000,1.000,0.000,0.000,0.000,2.000,0.000,0.000,0.000,586566.730
524084.880,4778999.570,1524.010,10847.000,1.000,0.000,0.000,0.000,2.000,0.000,0.000,0.000,586566.730
524084.120,4778999.810,1523.990,12009.000,1.000,0.000,0.000,0.000,3.000,0.000,0.000,4.000,586566.730
524086.530,4778999.470,1524.220,12977.000,1.000,0.000,0.000,0.000,2.000,0.000,0.000,0.000,586566.723
524085.820,4778999.700,1524.070,12848.000,1.000,0.000,0.000,0.000,2.000,0.000,0.000,0.000,586566.723
524085.000,4778999.960,1523.990,13881.000,1.000,0.000,0.000,0.000,2.000,0.000,0.000,0.000,586566.723
524088.220,4778999.400,1524.380,11815.000,1.000,0.000,0.000,0.000,2.000,0.000,0.000,0.000,586566.716
524087.460,4778999.650,1524.270,11492.000,1.000,0.000,0.000,0.000,2.000,0.000,0.000,0.000,586566.716
524086.660,4778999.900,1524.170,12719.000,1.000,0.000,0.000,0.000,2.000,0.000,0.000,0.000,586566.716
524090.020,4778999.300,1524.580,9943.000,1.000,0.000,0.000,0.000,3.000,0.000,0.000,3.000,586566.708
524089.300,4778999.530,1524.440,11751.000,1.000,0.000,0.000,0.000,2.000,0.000,0.000,0.000,586566.708
524088.520,4778999.780,1524.280,13558.000,1.000,0.000,0.000,0.000,2.000,0.000,0.000,0.000,586566.708
524091.270,4778999.370,1524.670,12138.000,1.000,0.000,0.000,0.000,2.000,0.000,0.000,0.000,586566.701
524090.470,4778999.630,1524.600,12784.000,1.000,0.000,0.000,0.000,2.000,0.000,0.000,0.000,586566.701
524089.680,4778999.880,1524.410,12461.000,1.000,0.000,0.000,0.000,2.000,0.000,0.000,0.000,586566.701
